GenestoSearch,CAZyme,Geneid,Chr,Start,End,Strand,Length,n1,b1,b2,b3,b4,b5,b6,b7,c1,c2,c3,c4,c5,c6,c7
k141_1528308_2,GH30_2,1524540_2,k141_1528308,984,2117,+,1134,0,0,0.000288347015877044,0.000522779113066504,0.000407085286881314,0.000268840080629053,0.000434537783673193,0.000993592682356568,0,0,0,0.000260399845334949,0.000125772694860087,0,0.000349897524837092
k141_1528596_1,GH0,1524827_1,k141_1528596,1,1752,-,1752,0,0.000104837342120452,0,0.000253780613962935,0.000351320179089354,0.000522028512728333,0.000351573806139698,0.00027561988791398,0.000454514790457177,0.000232655435628786,0.000216722439804421,0.000758459138552652,0.000162815337866825,0.000470961938754704,0.00056618691947098
k141_153129_1,GH10,152774_1,k141_153129,3,749,+,747,0,0,0,0.000198404121224035,0.000617984893337899,0.000204059338308799,0.000659659767985812,0.000646433793340418,0.000355336864293161,0.000272832880335766,0.000508296806609566,0.00118591736791097,0.000190932042799651,0.000441834172261442,0.000531169736499682
k141_1533541_2,GH23,1529760_2,k141_1533541,139,684,+,546,0,0.00100920342524742,0.000598874571436937,0.0016286580060918,0.00281828275533218,0.00111672033492068,0.00180500310141173,0.00147401112217733,0.00145844306388457,0.00186635679130785,0.00173854264898052,0.00108166089600671,0.00156732127441032,0.000906731117250816,0.00218013073167727
k141_1533647_3,GH23,1529865_3,k141_1533647,1397,2932,+,1536,0,0.000597900466780701,0.000638643585946421,0.00077191603413726,0.000701268013729139,0.000297719386165377,0.000160405549051237,0.000523964891086472,0.000345620621910145,0.000663431515660211,0.000741597098705754,0.000192248323313693,0.000278566867131522,0.000429752769113668,0.000516645564017269
k141_1534520_1,GH2,1530733_1,k141_1534520,1,1662,-,1662,0,0.000110514454509646,9.83710938641899e-05,0.000980918570456013,0.000185172368761898,0.000183432401584444,0,0,0.000159709168247287,0.000245254105428179,0.000342687467993995,0.000266510311019704,0.000257448079370648,0.000297879175703337,0.000358108116575147
k141_1536716_1,GH23,1532924_1,k141_1536716,331,1236,+,906,0,0.000405463627803601,0,0.000163584854916506,0.000339687060576461,0,0.000271945831504085,0.000177662267706141,0,0,0,0.000162965466120217,0.000629696406054477,0,0.000437951206584175
k141_1537196_2,GH15,1533403_2,k141_1537196,1061,4354,-,3294,0,0,4.96335027329337e-05,0.000269959705927785,0.000280288230311725,0.000462757515836895,0.000373987436767912,0.000781843422182218,0.000161163714406188,0,0.000115269494395066,0.000537875090363994,0.000216493982955888,0.000150296050400408,0.000542054362247627
k141_153878_3,GH3,153522_3,k141_153878,1190,2752,+,1563,0,0.000470057641446017,0.00031380567754757,9.4822699011103e-05,0.000196901136840866,0.000585152881829839,0.000157634627858414,0.000205965469663166,0.000509475312143938,0,0.000485857600175747,0.000377854670006184,0,0.000105582254216026,0.000126930196150116
k141_1542202_1,GH0,1538392_1,k141_1542202,2,2023,-,2022,0,0.00118089777652592,0.000727712572710462,0.00139265563428918,7.61019972508095e-05,0.000452321441295766,0,0.000557237439066443,0,0,0.000187783241610952,0.000292080538684305,0.000211611626070236,0.000163229538417061,0.000196233329953147
k141_1544164_1,GH5_13,1540348_1,k141_1544164,147,1283,-,1137,0,0.000484630668588473,0.000287586205808766,0,0.000135337061073999,0.000268130740046919,0,0.00014156729511149,0,0,0.000166973489242456,0.000389569161754396,0.000250881681567879,0.000290281553807649,0.000174487156185252
k141_1546901_14,GH138,1543080_14,k141_1546901,19311,21518,-,2208,0,0.00108141997469901,7.40456331532082e-05,0.00020136940020972,0.000278764924712204,0.000276145517602669,0.000278966172263022,0.000218698389323049,0.000240431736980971,0,0.000171964544627421,0.000601820838199387,0.000516761724533837,7.47396120197683e-05,0.000269554207313358
k141_1547776_3,GH146,1543951_3,k141_1547776,2967,4790,-,1824,0,0.00151048538976177,0.00188231793752629,0.00130006911012591,0.000253089207962396,0.000668562832090672,6.75391785478894e-05,0.000176493436997548,0.000291048944766438,0.00033520750264937,0.000832670426616987,0.000809466624478707,0.000547359458223341,0.000361897068727299,0.000435069948646121
k141_1549930_6,GH97,1546103_6,k141_1549930,4968,6941,-,1974,0,0.000465235621567962,0.000745407711256613,0.00037539989502116,0.000155905003486461,0,0.000249628088493111,0.00073386936721169,0.000537865527106366,0.000722716885144741,0.000673222898115862,0.000299182801023133,0.000505766794224607,0.000250797968601289,0.000100502480538314
k141_1550167_24,GH146,1546340_24,k141_1550167,22337,24166,-,1830,0,0.00130479524816142,0.00134010457378921,0.000971854941340026,0.000504518814561105,0.000416481764253205,0.000336588693091121,0.000175914769990999,0.000580189371862276,0.000668216923314154,0.000311227634866677,8.06812635545991e-05,7.79378338641197e-05,0.00036071052096098,0.000325232617348576
k141_1560223_1,GH33,1556371_1,k141_1560223,2,1117,+,1116,0,0,0,0.000132802758561249,0.000137883726201736,0.00027317621096178,0.000441546457603406,0.000144231195825953,0.000237846449486551,0,0.00068046185400958,0.000132299921420176,0,0.000147871920555241,0.000711082066604413
k141_1569786_2,GH28,1565915_2,k141_1569786,1022,2461,+,1440,0,0.000382656298739648,0.000227073275003172,0.000102922137884968,0.000534299439031725,0.000529278908738449,0.00025664887848198,0.000447116707060456,0.000552992995056232,0.000707660283370892,0.000263678968428712,0.000410129756402545,0.000693321980416232,0.000114600738430311,0.00151549365445066
k141_1572668_1,GH18,1568787_1,k141_1572668,1,945,-,945,0,0,0,0.000470501201759854,0.000162834114752526,0,0.000260722670203916,0,0.000280885330822213,0.000215667895884462,0.000602694784979914,0.000312479814401939,0.000603708935328419,0.000174629696655713,0
k141_157643_1,GH103,157277_1,k141_157643,300,1097,+,798,0,0.000230169202249413,0.000204878142860005,0,0,0.000382035904051812,0.000154375265252319,0.000201706785140055,0,0.000766188577484274,0.00118952918088141,0.00018502094273799,0.000536188857035109,0.000206798324987028,0.00049722279845271
k141_1576658_1,GH23,1572764_1,k141_1576658,1,564,-,564,0,0,0.000289880776599794,0,0.000272833756101306,0.000270270081057931,0.000218424577431472,0,0,0,0.000336611449057931,0.000523569901790483,0.000252883397112303,0,0
k141_1577115_1,GH5_26,1573221_1,k141_1577115,1,948,-,948,0,0.000387500049356606,0,0.000312674849270789,0.000324637633842061,0,0,0.00050937346373976,0.000559992906386058,0.000214985402543056,0,0.000311490954229781,0,0,0.000837096610053297
k141_1578427_1,GH103,1574530_1,k141_1578427,209,1717,-,1509,0,0.000365159092236643,0.000758415709752145,0.000491079783148953,0.000713815552742186,0.000606092746388363,0.000653102513830883,0.000320004005053209,0.000879511721759415,0.000405181235806793,0.000880677270298682,0.000587064462444995,0.00113420465981184,0.000437442182477531,0.000394417289428691
k141_1578870_3,GH3,1574971_3,k141_1578870,2860,5244,-,2385,0,0.000924151061107075,0.00109680676227947,0.000932125022354428,0.000322595887717268,0.00051130339863035,5.16526044743607e-05,0.000337446571366382,0.000222588375368546,0,0,0.0004952510265993,0.0004186094976098,0,0.000249549555449851
k141_1578979_3,GH42,1575080_3,k141_1578979,1853,2515,+,663,0,0.00110814493752658,0.000493190823536301,0.000223541294953777,0,0,0.000185809142792384,0.000242778302476266,0.000400356919497725,0.000307399942097763,0,0.00066808467106297,0.00021512252786024,0,0.000598467259676113
k141_1579632_6,GH16,1575731_6,k141_1579632,3802,4674,+,873,0,0.00126237129481121,0.001123661567026,0.000339536949723606,0.000881318662320371,0.000349214950095471,0.000987789497937517,0.000921890117650424,0.000304051131302396,0,0.00086986876182668,0.00118387970920322,0.000980249044476557,0.000945160729322156,0
k141_1580892_2,GH30,1576988_2,k141_1580892,119,1060,+,942,0,0,0.000347118382170454,0.000314666408820284,0,0.000323635511075739,0,0.000170872626902085,0.000563559740184695,0.000649064208951646,0.000201538065041054,0,0.000151407893812462,0,0
k141_1582705_1,GH109,1578798_1,k141_1582705,1,597,-,597,0,0.000307663355770572,0,0.000248254402938616,0.000257752493201234,0.000255330528838649,0,0.00053923622962065,0,0,0.000954014358134035,0.000741943277914152,0.00023890491787494,0.000276423891691203,0.000332314734644274
k141_1583704_4,AA12,1579794_4,k141_1583704,2234,3472,+,1239,0,0.000592978283761199,0.000263910828090853,0.000358856848799889,0.000496782045007706,0.000369085534422938,0,0.000519651378665905,0.000214234574355925,0,0.000612909950827031,0.000595830154579969,0.000345341975717528,0,0
k141_1586491_1,GH17|GT2,1582574_1,k141_1586491,2,1099,-,1098,0,0.000167281442071977,0.000148900508198801,0.000404939558891678,0.000420432345467587,0.000138827254751068,0.000448784924121495,0.000146595641659166,0.000241745571609282,0,0,0.000403406317772995,0,0,0.000180684787415876
k141_158993_1,GH105,158622_1,k141_158993,1,1035,-,1035,0,0,0,0,0,0.00014727760938809,0,0.000311037709259448,0,0.000590742497422657,0.000917144238012913,0.000142653828313929,0.00124022813888121,0,0.000383365983734553
k141_1590737_1,GH103,1586807_1,k141_1590737,2,664,-,663,0,0,0,0.000223541294953777,0.000464187747937064,0.000229913010130729,0.000743236571169535,0.000728334907428797,0,0.000307399942097763,0.000572696402017113,0.00066808467106297,0.00043024505572048,0.000248906581206106,0.000897700889514169
k141_159312_4,GH37,158939_4,k141_159312,2158,3786,+,1629,0,0.00135303884637224,0.00180654981217993,0.000545885372207565,0.000472308896381636,0.00056144503026399,7.56239789265502e-05,0.000296430966006932,0.000814722644650066,0.0016264457341563,0.000349629571397188,0.000453182051273531,8.75544726650332e-05,0.000405218080637565,0.000121787536269264
k141_159442_1,AA3,159068_1,k141_159442,233,1963,+,1731,0,0.0023344023770599,0.000472249445413876,0.000770578224719345,0.00186680705214551,0.00123284376662821,0.00106751699888519,0.00130183027359024,0.00153342944902941,0.000824172808362633,0.000987082446804192,0.00221768603115414,0.00197748680722827,0.000953351030269488,0.00229222295300556
k141_1595491_2,GH0,1591549_2,k141_1595491,1460,4834,-,3375,0,0.000653066749849,0.00058130758400812,0.000263480672985518,0.00100305814687556,0.000316155934819767,0.000182505869142741,0.000524616936284268,0.0011797183894533,0.00169083630373418,0.00151879085814938,0.000568713262211529,0.00122552913871669,0.00107571893139919,0.000176348352517895
k141_1595742_2,GH23,1591798_2,k141_1595742,965,1438,+,474,0,0.000387500049356606,0.000344921430384565,0.000312674849270789,0,0.000321587185056273,0,0,0,0.000429970805086111,0.000400525015334753,0.000622981908459562,0,0,0.000418548305026648
k141_1596992_14,GH16,1593046_14,k141_1596992,13570,14784,-,1215,0,0.00302345717522685,0.000672809703713102,0.00219567227487932,0.000886541291430418,0.000752752225761349,0.000608352897142471,0.00105983219451367,0.000218466368417277,0.000670966787196105,0.000625016814053244,0.000486079711291905,0.000821714939752571,0.00162987716878665,0.000326571023181286
k141_1599229_10,GH51,1595278_10,k141_1599229,9838,11433,+,1596,0,0,0,0,0.000192829872733254,9.55089760129531e-05,0.000617501061009275,0.000605120355420166,0,0.000127698096247379,0.000713717508528846,0.000370041885475981,0.000178729619011703,0.000620394974961084,0.000621528498065888
k141_1601098_2,AA7,1597146_2,k141_1601098,830,2383,+,1554,0,0.000118194995749698,0,0,0.000198041490915234,0.000392361198755916,0.000396368924296494,0.000103579159936785,0.000170808647121616,0.000131149396145957,0,0.000285032263136904,0.000550680447765788,0.00127432481343358,0.000510661252464946
k141_1603947_1,GH43_12,1599990_1,k141_1603947,50,1711,-,1662,0,0,0,8.91744154960012e-05,0.000462930921904744,0.000275148602376666,0.000222367259334567,0.000193696768401642,0,0.00012262705271409,0.000571145779989991,0.00062185739237931,0.000171632052913765,0.000397172234271115,0.000238738744383431
k141_1604451_1,GH31,1600492_1,k141_1604451,233,2947,+,2715,0,6.76519423186119e-05,6.02183270726644e-05,0,0.000170031202697389,0.00056144503026399,0.000544492648271162,0.000474289545611091,0.000391066869432032,0.000450400357150976,0.000699259142794376,0.000924491384598002,0.000525326835990199,0.000547044408860713,0.000949942782900261
k141_1606465_1,GH3,1602502_1,k141_1606465,193,933,+,741,0,0.000495749050998735,0.000220638000003082,0.000200010632327063,0.00145364057906607,0.000411423281286567,0.000665001142625373,0.00021722269168929,0.00107464225759916,0.00082512616036768,0.00102482514045168,0.00039850664589721,0.000384956102486745,0.000668117665342706,0.00107094141205199
k141_1606517_3,GH23,1602554_3,k141_1606517,2287,3063,+,777,0,0,0.000210415389964329,0.000381487460886368,0.000396082981830468,0.000588541798133873,0.000475642709155793,0.00020715831987357,0.000341617294243232,0.000262298792291914,0,0.000190021508757936,0.000367120298510525,0.000849549875622386,0.000255330626232473
k141_1607368_7,GH3,1603404_7,k141_1607368,6652,7818,-,1167,0,0,0.000560386488439704,0.000253998078070872,0.000395573877740712,0.000914332716381073,0.00084450016569906,0.000413784099079085,0.000682356394927998,0.000349282196419566,0.000325362223253938,0.000253036353564552,0.000488864562026869,0.000424228954600639,0.000170001625177919
k141_1610603_1,GH16,1606631_1,k141_1610603,3,998,-,996,0,0.000184412674091397,0.00016414935542398,0.00104162163642618,0.000154496223334475,0.000306089007463199,0.000247372412994679,0,0.000266502648219871,0,0,0.000148239670988872,0,0.000165687814598041,0.000398377302374762
k141_1614630_2,CBM2,1610642_2,k141_1614630,278,961,-,684,0,0.00134265367978824,0.000239024500003339,0,0,0.000222854277363557,0.00036020895225541,0.000235324582663398,0,0,0,0.000647573299582966,0.000417035777693974,0,0.000290046632430748
k141_1614762_2,GH95,1610774_2,k141_1614762,1202,2440,+,1239,0,0,0.000131955414045427,0,0.000496782045007706,0.00135331362621744,0.000497140684710857,0.000519651378665905,0.000214234574355925,0.000493477388888176,0.000306454975413516,0.00131082634007593,0.00149648189477595,0.00106553713213655,0.00128098076889512
k141_1615266_1,GH102,1611276_1,k141_1615266,2,778,+,777,0,0,0,0,0.000198041490915234,0,0,0,0,0.000524597584583827,0.000977342894562023,0.000570064526273808,0.000367120298510525,0.000849549875622386,0
k141_1618427_1,GH20,1614432_1,k141_1618427,1,570,+,570,0,0,0,0,0,0.000267425132836269,0,0,0,0.000357554669492661,0.000333068170646795,0,0,0,0
k141_161888_2,GH103,161506_2,k141_161888,551,1777,-,1227,0,0.00104786076916481,0.000399737794626611,0.000241577634155426,0.00037623041183652,0.000621158621502336,0.000502002696297271,0.000524733543738432,0.00108164889008554,0.000996607147241158,0.000773630225218716,0.000721988813226974,0.000581199005588179,0.000941463279036299,0.0019402630472629
k141_1629011_1,GH31,1624991_1,k141_1629011,3,1628,-,1626,0,0.000225922538001268,0.000100549051661921,0.00063804129758947,0.000378544252007717,0.000187493635567864,0,0.000197985257738947,0.000326490329184491,0.00012534204281108,0.000350274644407146,9.08036361038845e-05,0.000175432024564993,0,0
k141_1629365_1,GH43_7,1625345_1,k141_1629365,3,986,-,984,0,0.000373323218282584,0.000332302353663178,0,0.000156380323619042,0,0,0.000163579283070898,0,0,0.000192935830557595,0.00015004747185459,0,0.00033541679540579,0.00020161778107991
k141_1634620_1,GH103,1630585_1,k141_1634620,1,438,-,438,0,0,0,0,0,0,0.000281259044911759,0.000367493183885306,0,0,0.000433444879608842,0.000337092950467845,0,0.000376769551003764,0
k141_1635069_1,GH29,1631032_1,k141_1635069,1,456,-,456,0,0.000402796103936472,0.000358536750005008,0,0,0,0,0,0,0,0,0,0.000938330499811441,0,0
k141_1641580_3,GH1,1637524_3,k141_1641580,662,2125,-,1464,0,0.00200737730486373,0.00223350762298202,0.00101234889722919,0.00115618895003586,0.00156180661594952,0.00227197367836507,0.00252877481862061,0.0032635652167253,0.00292344903949942,0.00337163271105567,0.00201703158886498,0.00165617896961254,0.00247988483160674,0.00284578540180004
k141_1641580_4,GH16,1637524_4,k141_1641580,2138,3160,-,1023,0,0.00233409120638847,0.00255707148390669,0.00115900589289817,0.00210586054562651,0.00208607288370814,0.00204716993979761,0.00251748996350755,0.00492990822572125,0.00318758415031581,0.00222696606766772,0.00173192624404594,0.00390374839413245,0.00290366680363018,0.00252110914523383
k141_1648127_4,GH10,1644054_4,k141_1648127,2371,3486,-,1116,0,0.000164583354296623,0,0.000132802758561249,0.000413651178605207,0.00040976431644267,0.000551933072004258,0.000144231195825953,0.000475692898973103,0.000730488034447372,0.00034023092700479,0.000132299921420176,0.000383403860138008,0.000443615761665722,0
k141_1654220_1,GH29,1650133_1,k141_1654220,3,1106,-,1104,0,0,0.000444273798919249,0.00013424626680648,0.000696912311780511,0.000552291035205338,0,0.000437396778646098,0.000721295210942911,0.00129224921311206,0.000343929089254842,0.000401213892132925,0.000516761724533837,0.000149479224039537,0.000179702804875572
k141_165450_2,GH3,165058_2,k141_165450,1006,2841,-,1836,0,0.000800326899324755,0.00142477349021598,0.000807232453999749,0.000251435030132577,8.30241425472076e-05,0.000469684222058525,0.000263009827682621,0.00057829332816338,0.0023311162275747,0.000413614068123471,0.0004825055957677,0.000466098810363853,0.00071906345681764,0.000324169765657894
k141_1656475_2,GH3,1652383_2,k141_1656475,1597,3399,+,1803,0,0,0,0,0.000256037002397898,0.000253631157598458,0.000204977473662813,0.0001785491009892,0.000294438865920124,0.000113037249922805,0.000526480469408411,0.000245668406497365,0.000237314868504724,0.000183056088008484,0.000220068659548121
k141_1656950_2,CBM32,1652856_2,k141_1656950,1915,2526,+,612,0,0,0.000534290058830993,0.000968678944799699,0.000251435030132577,0,0.000603879714075247,0.000263009827682621,0,0.000333016603939243,0.000310210551092603,0.0009650111915354,0.000466098810363853,0,0.000324169765657894
k141_1658197_2,GH23,1654101_2,k141_1658197,792,1937,-,1146,0,0,0.000427991513094984,0.000129326246557028,0.000402822613720254,0.000399037501876108,0,0.000280911020142695,0.000231620102641354,0,0.000165662179117516,0.000128836572691899,0.000124455703290872,0.00115200742296439,0
k141_1660510_1,GH99,1656403_1,k141_1660510,3,971,-,969,0,0.00018955110773481,0.000168723176472945,0.000305898614147273,0.00047640321498804,0.000157308901668393,0,0.000498334410346019,0,0,0,0.000152370188137168,0,0.000170304502930494,0.000204738799362881
k141_1665853_1,GH102,1661733_1,k141_1665853,2,919,-,918,0,0,0.000178096686276998,0,0.000335246706843435,0,0,0.000175339885121747,0,0.000222011069292829,0.000827228136246941,0,0.000155366270121284,0,0
k141_1667481_1,GH103,1663359_1,k141_1667481,410,1621,-,1212,0,0.00227320573508702,0.00148384516338706,0.00391307930176512,0.00266620710170287,0.00251538491281639,0.000914788081717948,0.00212491108305959,0.00175205701403955,0.00201788278822591,0.00203633262746926,0.00182731079585292,0.00164749777524649,0.0019062301045834,0.00212796588743747
k141_1667485_1,GH23,1663363_1,k141_1667485,152,1060,-,909,0,0.00222269005208509,0.00215832023765391,0.00260871953451008,0.00118498093409016,0.00067076931008437,0.00162628992305413,0.000354151847176599,0.000876028507019774,0.00156946439084237,0.0014619823992087,0.00113699338408626,0.000784522750117377,0.000544637172738114,0.00152777038072433
k141_1670927_24,GH23,1666799_24,k141_1670927,27188,27913,-,726,0,0,0.00135117981820069,0.000204143083408201,0,0.000629885643457327,0,0.000221710763831631,0,0.000842174221532301,0.000522999606800752,0,0.000589364611451814,0.00068192174933739,0
k141_1670927_4,GH23,1666799_4,k141_1670927,3047,4573,+,1527,0,0.000601424438097679,0.000963611540288509,9.70582046852351e-05,0.000503858017161548,0.000299474117321558,0.000242026447291455,0.000316231855681265,0.000521486517931221,0.00066734172105703,0.000621640004154135,0.000386762835114384,0.000747223240190381,0.000324214269822492,0.000259845313140316
k141_1673220_1,GH109,1669089_1,k141_1673220,1,858,+,858,0,0,0,0,0,0.000355320106565672,0.000287159584315502,0,0,0.000712608956681178,0.000442538128831406,0.00034416483054759,0.00016623104425564,0.000192336903659264,0.000231225986693044
k141_1674033_1,GH103,1669900_1,k141_1674033,1,666,-,666,0,0,0.000490969243250101,0.00133520611310229,0,0,0,0,0,0,0,0,0,0,0
k141_1677746_1,GH3,1673605_1,k141_1677746,148,648,+,501,0,0,0,0,0.000614284384994558,0.000304256139155036,0,0.000321281466151226,0.000529813647958067,0,0,0,0,0.000329391343991314,0
k141_1678619_1,GH23,1674475_1,k141_1678619,104,619,+,516,0,0.000355959347664789,0.000316846430236984,0.000287224570841771,0,0,0,0.00031194188864683,0.000514412088424402,0.000394973181416312,0,0,0.000276407434052983,0,0
k141_1680379_1,GH102,1676231_1,k141_1680379,1,1266,+,1266,0,0.000145082956868113,0.000258282398107873,0.000234135669122202,0.000121546791817644,0,0.000291922894955807,0.000127142191581172,0.000209665590542647,0.00080492164933182,0.000149959602897846,0.000116624575280345,0,0.000130351550821207,0.000156707659227987
k141_1680892_2,GH1,1676744_2,k141_1680892,1933,3282,+,1350,0,0.0016326668746225,0.00108995172001522,0.00109783613743966,0.00125382268359445,0.00135495400637043,0.000638770541999594,0.00143077346259346,0.00176957758417994,0.00150967527119124,0.0007031439158099,0.00109367935040679,0.00221863033733194,0.00158913023956699,0.000293913920863158
k141_1683703_3,CBM32,1679549_3,k141_1683703,1715,3580,+,1866,0,0,0,7.9425444026985e-05,0.000824642221013595,0.000163378698517335,0.000330095020555601,0.0006038232056765,0.000426747005831176,0.000436883518994248,0.000610446486394447,0.000632997694769201,0.000305736840238669,0.000707502951081022,0.000850554754909459
k141_1683703_3,GH43_28,1679549_3,k141_1683703,1715,3580,+,1866,0,0,0,7.9425444026985e-05,0.000824642221013595,0.000163378698517335,0.000330095020555601,0.0006038232056765,0.000426747005831176,0.000436883518994248,0.000610446486394447,0.000632997694769201,0.000305736840238669,0.000707502951081022,0.000850554754909459
k141_1684891_1,GH88,1680734_1,k141_1684891,3,1685,-,1683,0,0.00087308389017246,0,0.000792555500290663,0,0.000271715375609043,0,0.00038255974935654,0.000157716362226376,0,0.000112803836760947,0.000438641450697909,0,0,0
k141_1686372_3,GH2,1682212_3,k141_1686372,1679,3325,+,1647,0,0.000780646729669228,0.00148900508198801,0.00152977166692412,0.00140144115155862,0.00101806653484117,0.0012715572850109,0.00195460855545554,0.0012893097152495,0.00111369487219026,0.00115269494395066,0.00116539602912199,0.00112576871137062,0.00120236840320327,0.000843195674607419
k141_1687549_54,GH23,1683388_54,k141_1687549,58893,60233,-,1341,0,0.00356118613592156,0.00804662343635401,0.00585758207560087,0.00206547971061929,0.00341011914354974,0.0017454420371034,0.00192050129207176,0.00178145394380531,0.00182376878398941,0.00127415340448774,0.00165152922041293,0.000850864942409181,0.00135367315192851,0.000887659492539738
k141_1688709_2,GH10,1684547_2,k141_1688709,309,1418,+,1110,0,0,0.00014729077297503,0.000133520611310229,0.000277258087281328,0.00013732641956457,0.000554916494015092,0,0.000478264211940525,0.000367218309208679,0.000171035006548354,0.000532060224522221,0.000128492104478684,0.000297342456467835,0
k141_1689880_1,GH3,1685715_1,k141_1689880,1,765,-,765,0,0,0,0.00038747157791988,0,0.000398515884226597,0.000161034590420066,0.000841631448584387,0.000346975996898028,0.00106565313260558,0,0.00019300223830708,0.000559318572436624,0.000431438074090584,0
k141_1689882_1,GH29,1685717_1,k141_1689882,2,1162,+,1161,0,0.000316408309035368,0,0.000127655364818565,0.0002650787914576,0.000131293992865352,0.000106108063455082,0.000277281678797182,0,0.000877718180925137,0.000981131045316139,0.00101737613991329,0.000122847748467992,0.000852842704597666,0.000512640559645042
k141_1691744_1,GH103,1687575_1,k141_1691744,3,1175,+,1173,0,0.000626342790775895,0.000836280092083293,0.000252698855165139,0.000262366987964428,0.000259901663626041,0.000630135353817649,0.000548890075163731,0.000905154774516595,0.00034749558671921,0.000809244915893747,0.000125871024982878,0.000364772982023885,0,0
k141_1691950_2,GH102,1687781_2,k141_1691950,118,1377,-,1260,0,0.000145773828091295,0.00181658620002537,0.000117625300439963,0.000610627930321972,0.000241956072566148,0.000195542002652937,0.000255495261177403,0.00021066399811666,0.00161750921913347,0.000452021088734936,0,0.000339586276122236,0.000523889089967138,0.000472361658530075
k141_1696262_1,GH29,1692080_1,k141_1696262,3,422,-,420,0,0.000437321484273884,0,0.00035287590131989,0.000366376758193183,0.000362934108849222,0.000293313003979406,0,0,0.00097050553148008,0,0.000351539791202182,0.000339586276122236,0,0
k141_1698838_1,GH26,1694647_1,k141_1698838,44,1048,-,1005,0,0,0,0.000589882103698921,0.000306225350131616,0,0.000367735706481643,0,0.00052823211468058,0.000202792200607778,0.000566713006772158,0.000293824303094361,0.0001419166527078,0.000328408086248057,0
k141_1701461_47,GH3,1697267_47,k141_1701461,45006,47687,+,2682,0,0.00171210871919306,0.00140206317451623,0.00132624499824925,0.000803242109685278,0.00119354170024241,0.000643057592617041,0.00120031330754485,0.000989696635447395,0.00106386512399382,0.000707863002493188,0.000770713636192702,0.000531790589005738,0.000922958967223985,0.000961631116918049
k141_1703830_2,GH3,1699625_2,k141_1703830,500,2494,+,1995,0,0.000460338404498825,0.000327805028576007,0.000148579326871533,0.000154263898186603,0.000229221542431088,6.17501061009275e-05,0.000484096284336133,0,0.000102158476997903,0.000190324668941026,0.000148016754190392,0.000285967390418725,0,9.9444559690542e-05
k141_1705029_1,GH23,1700821_1,k141_1705029,1,474,+,474,0,0,0.000344921430384565,0.000625349698541578,0,0,0.000259897598462764,0,0,0,0,0,0,0.000348154142066769,0
k141_1707367_2,AA3,1703155_2,k141_1707367,623,2629,+,2007,0,0.000457586007461463,0.000244383793725387,7.38454800968381e-05,0.000690036943682228,0.00045570202007974,0.000368285386162482,0.000561402143394294,0.000793532548959616,0.000710833647870313,0.000567560111416063,0.000809224631466905,0.00085277271133835,0.000986696940745282,0.00108734970722917
k141_1721541_1,GH5_5,1717290_1,k141_1721541,2,463,+,462,0,0,0,0,0,0,0,0,0,0,0,0,0.00030871479647476,0,0
k141_172714_1,GH3,172305_1,k141_172714,1,795,-,795,0,0.000231037765276769,0.000616953803782203,0.000186425004470885,0.000193557532630361,0,0.000309915626846164,0,0,0.000256359951711719,0.000716410782145936,0,0.0001794040704042,0,0
k141_1728386_1,GH1,1724115_1,k141_1728386,2,658,-,657,0,0.000838698736963613,0.000995389698644041,0.000451165535934107,0.000234213452726236,0,0.000187506029941173,0.000244995455923537,0.000404013147073046,0.000620414495010097,0.000577926506145123,0,0,0.000251179700669176,0
k141_1728885_1,GH30,1724611_1,k141_1728885,3,1250,-,1248,0,0,0.00052401525000732,0.000356268938832582,0,0.00012214128663195,9.87111071084538e-05,0.000128975973190516,0.000425379226966332,0.000163306219239437,0.000152122481785796,0,0.000114283842925752,0,0
k141_1729906_1,GH54,1725627_1,k141_1729906,2,2830,-,2829,0,0.00038955466255574,0.000462333709444422,0.000523887870464312,0.000652717872496869,0.000592702574366704,0.000653189086274392,0.000512074277439334,9.3827019309647e-05,0.00115266828765397,0.000603973034788991,0.000730665949900611,0.00110914711607263,0.000933333691563936,0.00133243055322375
k141_1730143_2,GH39,1725863_2,k141_1730143,418,2187,+,1770,0,0,0.000461843949158994,0,0.000173873715752697,0.000430599790160094,0.00027839878343808,0.000181877982533067,0,0.000345434172221723,0.00010725924139473,0.000333664886564783,0.000322319177336359,9.32344990619483e-05,0.000224171634556646
k141_1733826_11,GH23,1729542_11,k141_1733826,10085,10999,+,915,0,0.00120442638291824,0.00214416731806274,0.00210568570623672,0.000168172938187035,0.000666370822805129,0.000269270954472897,0.000527744309972997,0.000580189371862276,0.000445477948876102,0.000207485089911118,0.000645450108436792,0.000623502670912958,0.00108213156288294,0.0013009304693943
k141_1735335_3,GH50,1731046_3,k141_1735335,3023,5320,+,2298,0,0.00407633863931532,0.0079683154465865,0.00632044042572963,0.0024775869548834,0.0025206389805194,0.00246597355826028,0.0028718201027904,0.00103956907686811,0.00168508140583356,0.00165229640790838,0.00128500184773643,0.00173783055143494,0.00122081204385293,0.00164031594215405
k141_1735335_61,GH3,1731046_61,k141_1735335,65801,68092,-,2292,0,0.00408700968287373,0.00941581328808964,0.00562569172523071,0.00187983886402785,0.00246073126156933,0.00171995059925096,0.00323047673164099,0.00162134071848948,0.00266761991637195,0.00265059486588025,0.00219022173576228,0.000871189923036102,0.00129600835083494,0.00181772680114976
